Date,Time,Open,High,Low,Close,Volume,Amount
2018-06-01,940.0,5.39,5.41,5.38,5.41,69300.0,373654.0
2018-06-01,945.0,5.41,5.41,5.39,5.4,103600.0,558784.0
2018-06-01,950.0,5.39,5.4,5.38,5.38,154500.0,832009.0
2018-06-01,955.0,5.39,5.4,5.38,5.4,77200.0,415822.0
2018-06-01,1000.0,5.39,5.4,5.39,5.4,31200.0,168208.0
2018-06-01,1005.0,5.39,5.42,5.39,5.42,41500.0,224126.0
2018-06-01,1010.0,5.41,5.44,5.41,5.44,39900.0,216320.0
2018-06-01,1015.0,5.44,5.45,5.42,5.42,38600.0,209707.0
2018-06-01,1020.0,5.43,5.44,5.43,5.44,21100.0,114701.0
2018-06-01,1025.0,5.44,5.44,5.42,5.43,63400.0,344233.0
2018-06-01,1030.0,5.43,5.43,5.41,5.41,12500.0,67759.0
2018-06-01,1035.0,5.41,5.43,5.41,5.43,38100.0,206615.0
2018-06-01,1040.0,5.43,5.45,5.43,5.45,35300.0,192106.0
2018-06-01,1045.0,5.44,5.46,5.44,5.46,59900.0,326425.0
2018-06-01,1050.0,5.45,5.46,5.44,5.45,71700.0,390740.0
2018-06-01,1055.0,5.45,5.45,5.43,5.43,26100.0,142044.0
2018-06-01,1100.0,5.43,5.44,5.42,5.42,23400.0,126895.0
2018-06-01,1105.0,5.41,5.43,5.41,5.41,14200.0,76950.0
2018-06-01,1110.0,5.42,5.43,5.41,5.42,19000.0,103026.0
2018-06-01,1115.0,5.42,5.42,5.39,5.4,98400.0,531759.0
2018-06-01,1120.0,5.4,5.4,5.38,5.39,90300.0,486687.0
2018-06-01,1125.0,5.39,5.4,5.39,5.4,43500.0,234553.0
2018-06-01,1130.0,5.4,5.4,5.39,5.4,21900.0,118180.0
2018-06-01,1305.0,5.39,5.39,5.38,5.38,38400.0,206937.0
2018-06-01,1310.0,5.38,5.39,5.38,5.39,20900.0,112503.0
2018-06-01,1315.0,5.39,5.39,5.38,5.39,34500.0,186019.5
2018-06-01,1320.0,5.4,5.4,5.39,5.39,24400.0,131716.0
2018-06-01,1325.0,5.41,5.41,5.39,5.39,8700.0,46963.0
2018-06-01,1330.0,5.39,5.39,5.38,5.39,49400.0,266107.0
2018-06-01,1335.0,5.38,5.4,5.38,5.39,52500.0,283074.5
2018-06-01,1340.0,5.39,5.39,5.38,5.39,70000.0,377271.0
2018-06-01,1345.0,5.4,5.4,5.39,5.39,12200.0,65839.0
2018-06-01,1350.0,5.39,5.4,5.39,5.39,7500.0,40439.0
2018-06-01,1355.0,5.39,5.4,5.39,5.39,21300.0,114952.0
2018-06-01,1400.0,5.39,5.41,5.39,5.41,42800.0,231297.0
2018-06-01,1405.0,5.41,5.42,5.4,5.42,34700.0,187837.0
2018-06-01,1410.0,5.42,5.42,5.41,5.41,63400.0,343589.0
2018-06-01,1415.0,5.41,5.42,5.4,5.41,46400.0,251173.0
2018-06-01,1420.0,5.41,5.41,5.4,5.41,47800.0,258480.0
2018-06-01,1425.0,5.4,5.41,5.4,5.41,24100.0,130195.0
2018-06-01,1430.0,5.41,5.41,5.39,5.39,17200.0,92891.0
2018-06-01,1435.0,5.39,5.4,5.39,5.4,36300.0,195783.0
2018-06-01,1440.0,5.4,5.4,5.38,5.38,78900.0,424941.0
2018-06-01,1445.0,5.38,5.39,5.38,5.39,112700.0,606360.0
2018-06-01,1450.0,5.38,5.41,5.38,5.4,85400.0,460250.0
