Date,Open,High,Low,Close,Volume,Amount
2021-02-04,85.02,127.91,84.93,100.68,18899576,2029752064.00
2021-02-05,98.92,109.92,86.52,88.75,14142018,1369464064.00
2021-02-08,82.92,93.13,70.92,72.02,14607618,1157852672.00
2021-02-09,66.58,67.90,51.92,52.13,15196209,902103424.00
2021-02-10,50.13,53.07,47.43,50.29,12498705,626967488.00
2021-02-18,50.42,52.12,49.72,50.36,9656040,492460864.00
2021-02-19,48.92,53.29,48.10,52.63,10796426,552500416.00
2021-02-22,52.42,53.71,51.55,52.25,9402062,495751008.00
2021-02-23,50.72,50.72,48.13,48.37,7545581,371881984.00
2021-02-24,47.52,50.42,47.22,48.58,5937933,291457600.00
2021-02-25,48.86,50.88,48.63,49.33,6218387,308972832.00
2021-02-26,48.27,48.27,44.72,45.39,6435828,297072928.00
2021-03-01,45.89,47.39,45.49,46.86,4682719,218031904.00
2021-03-02,46.87,47.37,44.73,45.57,4894513,224955456.00
2021-03-03,44.95,45.90,44.11,45.32,4598299,206851136.00
2021-03-04,44.77,45.10,42.43,42.67,5613576,245458464.00
2021-03-05,42.12,51.22,42.12,51.22,9598348,461256768.00
2021-03-08,56.97,61.48,56.94,61.48,8603177,508607360.00
2021-03-09,66.92,70.25,54.20,54.72,18619832,1188962432.00
2021-03-10,50.93,57.61,50.42,54.91,12491247,674137792.00
2021-03-11,52.03,54.63,50.52,54.63,9808039,516767072.00
2021-03-12,53.42,62.28,52.92,56.92,11916602,691892864.00
2021-03-15,54.07,56.61,52.49,53.39,7646112,416714784.00
2021-03-16,53.93,57.92,53.93,55.98,7835579,437308096.00
2021-03-17,54.77,67.19,54.42,67.19,12772214,785422336.00
2021-03-18,68.07,77.92,62.18,70.42,16429725,1117138816.00
2021-03-19,68.03,73.92,66.42,66.87,11956122,834410368.00
2021-03-22,66.92,73.11,65.38,70.60,10882739,760260352.00
2021-03-23,68.59,70.59,61.92,65.08,10106907,673414400.00
2021-03-24,64.04,67.70,62.54,65.91,7178731,468303840.00
2021-03-25,64.12,65.25,57.92,59.93,6957332,433029632.00
2021-03-26,60.14,62.32,58.73,60.89,6220184,380085344.00
2021-03-29,62.22,64.51,60.70,61.10,5859266,365559296.00
2021-03-30,60.77,62.37,57.64,58.07,6562514,389265088.00
2021-03-31,58.22,59.85,57.03,59.79,4975190,290987296.00
2021-04-01,59.55,59.55,56.48,56.90,5465856,313184832.00
2021-04-02,56.90,59.51,56.00,58.68,6249813,364229760.00
2021-04-06,58.92,64.53,57.52,62.36,8387795,510626336.00
