Date,Open,High,Low,Close,Volume,Amount
2020-02-13,132.64,159.52,127.76,139.89,8501000,1219596416.00
2020-02-14,132.64,138.43,124.75,132.64,5984400,784334528.00
2020-02-17,135.64,147.52,132.69,139.41,5165500,721730432.00
2020-02-18,137.64,142.41,129.64,134.49,4811700,648503232.00
2020-02-19,134.64,135.54,126.64,127.15,3306700,428308896.00
2020-02-20,125.89,128.11,116.54,118.19,3370700,408943424.00
2020-02-21,116.14,122.64,114.64,116.95,2458600,290729088.00
2020-02-24,123.20,123.26,116.95,120.63,2302800,278397632.00
2020-02-25,116.64,121.64,115.14,119.54,2134000,253172800.00
2020-02-26,116.67,119.51,105.84,106.16,2823000,318598528.00
2020-02-27,105.65,111.52,99.89,106.75,2278000,241712160.00
2020-02-28,100.65,111.62,99.90,106.17,2113000,226299712.00
2020-03-02,108.44,115.14,107.47,112.62,1999607,222887504.00
2020-03-03,113.12,117.84,110.76,111.80,2193400,251389712.00
2020-03-04,110.14,115.92,108.84,114.63,1861500,211868848.00
2020-03-05,117.64,121.32,114.13,114.75,2016100,238478592.00
2020-03-06,109.65,118.70,109.64,114.11,1577600,180508496.00
2020-03-09,111.33,113.41,101.64,102.85,1603300,172420352.00
2020-03-10,102.54,106.97,97.67,106.82,1260600,130945080.00
2020-03-11,105.67,108.09,102.08,102.09,1049400,110478320.00
2020-03-12,98.64,102.01,97.78,101.66,770900,77182472.00
2020-03-13,96.14,103.24,95.64,101.02,893200,89187344.00
2020-03-16,103.90,103.94,95.14,95.14,793723,79079952.00
2020-03-17,96.29,98.64,89.94,93.64,877238,82921968.00
2020-03-18,96.14,98.26,93.59,93.74,969658,93921784.00
2020-03-19,93.29,97.14,91.66,96.60,992900,93747512.00
2020-03-20,97.64,101.46,96.80,99.91,1038819,103450840.00
2020-03-23,96.64,99.14,90.15,90.64,876190,82809168.00
2020-03-24,92.90,93.62,88.75,92.54,818207,75086944.00
2020-03-25,96.58,96.60,93.21,94.20,692076,65727700.00
2020-03-26,92.59,93.34,90.86,91.83,461478,42653336.00
2020-03-27,93.14,93.51,88.27,88.60,638682,57778032.00
2020-03-30,85.14,85.14,79.64,81.85,807116,66705480.00
2020-03-31,83.62,83.62,77.97,78.32,700994,56589296.00
2020-04-01,77.30,79.53,76.24,76.59,562497,43957276.00
2020-04-02,75.35,79.72,75.35,79.72,719029,56378360.00
2020-04-03,79.30,80.22,76.44,76.64,621459,48642480.00
2020-04-07,78.55,79.01,77.80,78.72,628538,49520392.00
2020-04-08,78.21,81.03,77.73,79.89,613592,49050776.00
2020-04-09,79.92,81.12,79.04,79.84,457819,36674920.00
2020-04-10,79.41,79.88,76.67,77.51,527265,41171272.00
2020-04-13,76.64,77.60,72.62,74.96,472256,35703540.00
2020-04-14,74.97,76.73,74.96,76.47,339007,25883826.00
2020-04-15,76.94,81.64,76.94,78.54,793848,63228496.00
2020-04-16,78.40,78.40,76.24,77.43,383528,29667662.00
2020-04-17,78.90,79.59,76.75,77.39,421043,33132356.00
2020-04-20,77.34,78.52,76.65,77.45,280653,21843366.00
2020-04-21,77.54,79.13,76.84,78.35,415637,32694206.00
2020-04-22,76.74,78.94,76.74,78.59,403284,31716768.00
2020-04-23,78.19,81.74,78.19,81.04,640882,51898748.00
2020-04-24,81.16,82.84,80.65,81.34,692939,56905624.00
2020-04-27,81.64,83.64,80.75,82.54,562848,46725932.00
2020-04-28,80.14,80.14,66.66,71.14,1681807,121142544.00
2020-04-29,71.13,71.13,66.94,67.52,1081852,74397936.00
2020-04-30,68.09,71.77,68.07,70.54,897280,62979192.00
2020-05-06,69.59,81.24,68.64,79.15,1414931,107308432.00
2020-05-07,77.65,88.44,77.64,87.14,2062920,175255568.00
2020-05-08,89.24,90.02,84.64,87.17,1675354,146600160.00
2020-05-11,85.24,87.22,83.32,84.37,1080176,91871464.00
2020-05-12,84.44,85.14,80.18,82.47,821727,67574488.00
2020-05-13,81.68,83.93,81.15,83.59,617861,51248024.00
2020-05-14,83.57,83.57,81.19,82.14,530117,43933684.00
2020-05-15,82.64,83.82,81.33,83.23,558022,46393228.00
2020-05-18,83.54,84.49,79.67,79.74,697451,57117456.00
2020-05-19,79.99,81.92,79.99,81.51,441830,36013688.00
2020-05-20,81.64,85.49,80.78,82.84,815792,68341504.00
2020-05-21,82.84,84.42,78.45,78.74,712515,57863460.00
2020-05-22,78.44,79.32,75.16,75.45,605790,46906288.00
2020-05-25,75.45,76.52,72.09,72.39,451323,33625864.00
2020-05-26,73.58,78.14,72.64,76.43,482796,36654624.00
2020-05-27,77.09,77.23,74.24,74.59,397027,30158836.00
2020-05-28,74.58,85.30,74.14,84.48,1590801,129781936.00
2020-05-29,81.95,93.22,81.92,87.61,2252240,198235072.00
2020-06-01,87.13,91.53,85.72,89.09,1541766,137631984.00
2020-06-02,87.64,91.13,86.70,90.84,1206403,106979040.00
2020-06-03,90.23,90.83,87.64,87.64,953263,85323592.00
2020-06-04,87.64,90.07,86.72,89.05,928897,82420400.00
2020-06-05,88.24,94.63,87.74,92.49,1310068,121714800.00
2020-06-08,92.49,94.13,88.85,89.00,958733,87728440.00
2020-06-09,88.22,88.99,85.41,86.73,631229,55096376.00
2020-06-10,87.74,88.64,85.24,85.74,437433,37946304.00
2020-06-11,84.67,87.62,84.67,85.75,504184,43648836.00
2020-06-12,83.34,85.63,83.34,84.54,391980,33272872.00
2020-06-15,84.64,89.04,83.87,85.64,641761,55798408.00
2020-06-16,86.93,99.64,86.36,98.33,2505062,236731344.00
2020-06-17,96.63,96.63,92.55,93.35,1697794,160241056.00
2020-06-18,93.58,94.60,90.74,91.42,931121,86020776.00
2020-06-19,92.38,97.83,92.14,92.69,1390587,132403744.00
2020-06-22,92.29,94.84,89.60,93.84,946510,87816376.00
2020-06-23,93.82,94.12,91.02,91.94,602288,55652152.00
2020-06-24,92.49,95.79,91.84,94.31,1022824,96543904.00
2020-06-29,94.83,95.84,90.14,90.92,895338,82966016.00
2020-06-30,92.14,92.64,90.84,91.63,577367,53001856.00
2020-07-01,92.72,97.50,91.86,94.08,1086900,102996856.00
2020-07-02,93.63,93.83,91.75,93.34,721976,66882456.00
2020-07-03,93.24,93.24,90.20,91.61,850940,78138488.00
2020-07-06,93.00,96.82,92.52,96.46,1236711,117895472.00
2020-07-07,98.74,101.64,95.84,97.62,1445775,142778928.00
2020-07-08,96.21,100.84,96.21,99.00,1104125,108948968.00
2020-07-09,99.87,109.62,99.62,106.63,1864260,197018960.00
2020-07-10,106.72,107.33,101.34,105.37,1250129,130467872.00
2020-07-13,104.35,109.84,102.34,109.34,1196732,128629784.00
2020-07-14,108.24,116.80,103.84,108.84,1672758,185769200.00
2020-07-15,110.12,112.51,95.90,96.25,1359653,139235904.00
2020-07-16,97.84,97.84,87.74,88.69,1152221,106646912.00
2020-07-17,88.36,90.69,85.84,87.05,669465,58828692.00
2020-07-20,87.15,89.66,83.84,88.17,600264,51803272.00
2020-07-21,88.84,89.62,86.50,87.95,426426,37404356.00
2020-07-22,86.84,88.43,85.84,86.83,428389,37345932.00
2020-07-23,86.77,86.77,80.50,82.35,750874,62221932.00
2020-07-24,82.84,82.84,75.84,75.84,719491,56585424.00
2020-07-27,76.85,77.28,73.02,77.14,418647,31423268.00
2020-07-28,77.31,79.82,77.31,79.30,416736,32885168.00
2020-07-29,80.33,82.04,78.55,82.04,429833,34764860.00
2020-07-30,82.11,82.11,78.84,79.40,449794,36137752.00
2020-07-31,78.84,80.83,77.85,80.22,358125,28551692.00
2020-08-03,80.24,84.20,80.24,83.52,533511,44144776.00
2020-08-04,83.84,84.24,81.57,82.10,372327,30774068.00
2020-08-05,82.11,82.58,80.67,81.44,385102,31343802.00
2020-08-06,81.84,82.35,79.15,80.35,376528,30278864.00
2020-08-07,80.00,80.84,76.38,77.91,369672,28984920.00
2020-08-10,77.34,78.62,76.41,77.80,195977,15221231.00
2020-08-11,77.40,78.62,76.02,76.16,305112,23547610.00
2020-08-12,76.16,76.16,72.14,74.00,530180,38813480.00
2020-08-13,74.08,75.59,73.30,74.58,266455,19942800.00
2020-08-14,74.72,77.09,72.95,76.73,304623,22828784.00
2020-08-17,76.15,78.69,76.15,77.99,246705,19190380.00
2020-08-18,77.99,78.62,77.64,78.05,232365,18153926.00
2020-08-19,77.07,78.34,76.15,76.58,236737,18293800.00
2020-08-20,76.58,77.18,75.19,75.42,214885,16338203.00
2020-08-21,76.33,77.19,73.95,74.37,238776,18006912.00
2020-08-24,74.81,74.81,72.84,73.75,168064,12416109.00
2020-08-25,73.76,76.34,73.76,75.45,237610,17944572.00
2020-08-26,76.84,77.84,75.30,75.97,348521,26712448.00
2020-08-27,75.98,78.50,75.98,78.41,415723,32332152.00
2020-08-28,78.33,80.66,77.55,80.64,499054,39879504.00
2020-08-31,81.63,81.64,78.96,78.99,369353,29566172.00
2020-09-01,78.20,79.37,78.02,78.62,220367,17358304.00
2020-09-02,77.73,79.01,77.06,77.34,243437,18985032.00
2020-09-03,77.34,78.23,75.20,75.20,255190,19597516.00
2020-09-04,74.34,75.29,73.86,75.12,213205,15953958.00
2020-09-07,75.24,76.09,73.45,74.15,220727,16567478.00
2020-09-08,74.84,75.42,73.36,75.39,183745,13765246.00
2020-09-09,75.30,75.30,71.06,71.11,362488,26476480.00
