Date,Open,High,Low,Close,Volume,Amount
2021-07-21,26.88,26.88,26.88,26.88,91665,2463955.00
2021-07-22,29.57,29.57,29.57,29.57,136306,4030568.00
2021-07-23,32.53,32.53,32.53,32.53,1019291,33157536.00
2021-07-26,33.80,33.80,29.60,30.00,25691551,805341632.00
2021-07-27,27.10,29.70,27.00,27.00,17927734,501876608.00
2021-07-28,26.30,26.71,24.30,24.32,12498642,316107328.00
2021-07-29,24.40,26.68,24.39,25.33,9452083,240469792.00
2021-07-30,24.73,25.28,23.15,23.36,10152539,242112832.00
2021-08-02,23.00,24.35,22.30,23.71,7625101,178817184.00
2021-08-03,23.50,23.97,22.61,22.67,7378679,171334096.00
2021-08-04,22.46,23.49,22.46,23.08,5884652,135324960.00
2021-08-05,22.80,24.24,22.50,23.94,8254198,192353456.00
2021-08-06,23.61,24.35,23.39,23.41,5704385,135602448.00
2021-08-09,23.41,23.41,23.41,23.41,0,0.00
